"W","A","event","time"
0,1,2,0.0954490556174167
1,0,0,6
1,0,0,6
0,1,2,4.83262123208015
1,1,0,6
0,1,2,4.6926451356109
0,1,0,6
0,1,0,6
1,1,1,5.21626713853851
1,0,1,4.25392251102589
1,0,0,6
1,1,0,6
1,1,1,3.39429097482608
0,1,0,6
1,1,0,6
1,0,0,6
0,2,0,6
1,1,0,6
0,2,0,6
0,2,0,6
1,0,2,3.96826720899881
1,0,0,6
1,0,1,3.47791212943062
1,0,0,6
1,0,1,3.75833632593354
1,1,2,4.94010011225266
0,1,0,6
0,1,2,2.71295016186538
1,0,0,6
1,0,0,6
1,0,0,6
0,2,0,6
1,1,0,6
1,0,0,6
0,2,0,6
0,2,2,2.78260377083276
0,1,0,6
0,1,0,6
0,2,0,6
0,2,1,5.0138443418195
0,1,0,6
1,1,0,6
1,0,0,6
1,1,0,6
1,1,0,6
0,2,1,2.01804054794879
1,1,2,2.93177516455917
0,1,0,6
0,1,0,6
0,1,1,5.92029271767025
1,0,0,6
0,2,0,6
1,0,1,5.86534970782861
1,0,0,6
1,1,0,6
1,0,1,5.271651017514
0,1,0,6
1,0,0,6
0,2,0,6
1,1,0,6
0,1,0,6
1,0,0,6
0,1,0,6
0,2,0,6
1,0,0,6
1,1,0,6
0,2,2,5.37087597468208
0,1,0,6
1,1,2,4.34763643805973
0,1,0,6
0,1,2,0.13520012553383
1,0,2,2.72839818262502
1,0,0,6
0,2,1,0.791271831219705
0,1,0,6
1,1,0,6
0,2,0,6
0,2,2,3.08014366931116
1,0,0,6
1,1,0,6
1,1,2,3.07838942718538
0,2,2,3.12869172500909
0,1,0,6
1,0,1,3.72863765431334
1,1,0,6
1,0,0,6
0,1,0,6
0,2,0,6
1,1,1,1.821878708238
0,2,0,6
1,1,0,6
1,0,1,2.85810581182899
1,0,0,6
1,0,1,3.38298849077589
0,1,1,1.92845907851881
1,0,0,6
1,1,0,6
0,1,0,6
1,0,0,6
0,2,0,6
0,2,0,6
1,1,0,6
1,0,0,6
0,2,0,6
0,2,1,4.25431928144325
1,1,0,6
1,0,0,6
0,1,0,6
1,0,1,5.62974601080923
1,0,2,0.211389554198914
1,0,0,6
0,2,2,5.34269502288516
1,0,1,2.16493604586684
1,0,0,6
0,2,0,6
1,0,2,1.96219629705911
1,0,1,2.65561501645634
1,1,2,5.22684138653033
1,1,0,6
1,1,0,6
1,1,1,5.37315338555059
0,1,2,0.977487398443446
1,0,0,6
1,1,0,6
0,1,0,6
1,0,0,6
1,1,1,4.70808695324742
1,1,0,6
1,0,2,0.490333853965402
0,1,0,6
0,1,0,6
0,1,0,6
1,0,0,6
0,1,0,6
0,2,2,5.60707082320311
0,2,0,6
0,2,1,4.68211674674637
0,1,2,4.84930684974954
1,1,1,3.08176897479983
0,1,0,6
0,2,1,4.78472332401948
1,0,1,2.9669829111706
1,0,1,5.63706528645475
0,1,0,6
1,1,2,3.94800078864037
1,1,2,2.03590894166774
0,2,1,0.194021990388084
0,1,0,6
0,2,2,2.22536499470824
1,0,0,6
0,1,0,6
0,1,0,6
0,2,0,6
0,1,2,1.76787471267864
1,1,2,3.01418137147244
0,2,0,6
0,1,0,6
0,1,0,6
1,1,2,1.03104383369765
1,0,0,6
0,1,0,6
1,1,0,6
1,0,0,6
0,2,2,4.77203238751375
0,2,1,4.4786362598525
1,1,0,6
1,1,1,4.52028678223767
1,1,1,5.00161299189059
0,1,2,5.40737507124832
0,2,0,6
1,1,1,5.86513702150849
1,1,0,6
1,1,1,2.71704694190473
1,0,0,6
1,1,0,6
0,2,0,6
0,1,0,6
1,1,0,6
1,0,0,6
1,1,1,3.13174225691541
0,1,0,6
1,1,1,5.29538303898449
0,2,0,6
0,2,0,6
0,1,0,6
0,2,0,6
1,0,1,3.81007978979598
0,1,0,6
0,2,1,3.91632495283516
1,1,1,5.97046407251401
1,1,0,6
0,1,2,0.989836867388254
1,1,2,1.26670875876104
1,1,1,0.84353795443386
1,1,1,0.543810104505039
1,1,1,3.59996709895106
1,0,0,6
1,0,0,6
1,1,0,6
0,1,0,6
1,1,0,6
0,2,0,6
0,1,1,1.39362853448886
0,2,0,6
0,1,0,6
0,1,0,6
0,2,0,6
1,1,1,3.20345587142067
0,1,2,4.03153534899487
0,2,1,4.30767448490595
0,1,0,6
0,2,1,1.66713081254216
1,1,0,6
1,0,0,6
0,2,0,6
0,2,0,6
0,1,1,2.05606710998407
1,1,0,6
0,1,1,3.12713195117009
0,2,2,4.44152725210311
0,1,0,6
1,1,0,6
0,2,2,1.260318756276
1,0,0,6
1,0,1,4.31216600867841
0,2,0,6
1,0,0,6
0,2,0,6
1,1,0,6
0,1,0,6
0,2,0,6
0,2,0,6
0,2,2,4.42146443855599
1,1,0,6
0,2,2,2.71606022786305
1,0,0,6
0,1,0,6
0,1,0,6
1,0,0,6
1,0,0,6
1,1,2,5.53221501940348
0,2,2,0.874516025452954
0,1,0,6
1,1,2,3.79054673289111
1,0,0,6
1,0,1,3.44238256280512
1,0,0,6
0,1,2,0.47533099550971
1,0,1,4.40286553003359
0,2,0,6
0,1,0,6
0,1,1,5.33459839243471
1,1,0,6
0,2,2,1.95012588615735
1,0,1,0.885378007042073
0,1,0,6
1,0,1,1.68992040651362
1,0,0,6
1,1,0,6
1,1,1,5.38745979470926
0,2,0,6
1,0,1,2.45353627270745
1,1,1,2.31101766288853
0,1,1,3.40746309224045
0,1,0,6
0,1,0,6
1,0,0,6
0,2,0,6
0,1,0,6
0,2,0,6
1,0,2,0.144426691133836
1,0,1,0.413117265648404
1,1,0,6
0,2,0,6
0,1,0,6
0,1,2,2.03833178629078
1,1,0,6
0,2,0,6
0,1,0,6
1,0,1,2.32556042609905
0,2,0,6
1,0,0,6
0,1,0,6
0,1,0,6
1,1,1,3.13684182561782
1,0,0,6
0,2,2,0.604585937773647
0,2,0,6
1,0,0,6
1,1,1,2.29410407973745
0,1,0,6
0,1,0,6
1,0,0,6
1,0,0,6
1,1,0,6
0,2,0,6
1,0,0,6
1,0,2,5.81300340848678
1,1,2,4.20525743491523
0,1,1,1.91643387164323
1,0,0,6
0,1,1,4.29718099562363
1,1,0,6
0,2,2,3.15520394754455
0,2,2,2.54989181680466
1,1,0,6
1,1,0,6
0,2,0,6
1,0,0,6
1,0,0,6
0,1,0,6
0,2,0,6
1,0,2,4.39418695300337
0,2,0,6
1,0,2,0.610975985675815
0,1,2,0.866448686900549
0,2,0,6
1,0,0,6
1,1,1,4.42207362195071
1,0,0,6
0,1,1,5.31148268479258
1,1,0,6
0,1,0,6
1,1,0,6
0,2,0,6
1,1,0,6
1,1,1,1.09922339553911
1,0,0,6
0,2,1,1.49121763284922
0,2,0,6
1,1,2,1.52173932180964
1,1,0,6
1,1,2,5.1467932476388
1,0,1,5.16374234401735
1,0,1,5.07057323636395
1,1,0,6
0,2,0,6
1,1,0,6
1,0,0,6
0,1,0,6
1,0,2,3.1478271533973
1,1,0,6
0,1,2,0.334218777112139
0,2,0,6
0,2,0,6
0,1,0,6
1,0,0,6
0,2,1,5.5310011679189
1,0,0,6
0,2,0,6
1,0,0,6
1,1,0,6
1,1,2,1.00966275871377
1,1,0,6
0,1,0,6
0,2,0,6
1,0,0,6
1,1,0,6
1,1,2,1.5860486571505
0,1,0,6
0,2,0,6
1,1,0,6
0,1,0,6
1,1,0,6
0,2,0,6
1,0,0,6
1,1,1,1.84079815876322
0,2,0,6
1,0,0,6
0,2,0,6
0,2,2,4.78326430884201
0,1,2,1.50928362674932
1,0,0,6
0,2,0,6
0,2,0,6
1,0,0,6
1,1,0,6
0,2,2,1.06528132221951
0,1,1,4.67769546303537
0,2,0,6
0,2,2,2.00191660587832
0,1,0,6
1,0,0,6
0,1,2,0.0981509522500908
1,0,1,0.927419300324838
0,1,0,6
0,1,2,5.10708512895622
0,2,0,6
0,1,2,3.17324252924542
1,0,2,2.53813763937634
0,1,2,3.88372822008075
0,1,1,0.462001076958913
0,2,0,6
1,0,1,4.03394294889841
0,1,0,6
0,2,2,5.89245417525333
0,1,0,6
0,2,1,0.670350373529263
0,1,0,6
1,1,1,0.0721540559970709
1,0,0,6
1,1,0,6
1,0,0,6
1,1,2,0.924875549327072
1,1,1,0.603241000364857
0,1,0,6
0,2,0,6
1,0,0,6
1,1,0,6
0,1,0,6
1,0,0,6
0,1,0,6
0,2,2,1.82042821607225
1,0,2,4.09042718745243
1,1,0,6
1,1,0,6
1,1,0,6
1,0,0,6
0,1,0,6
0,1,2,3.84155956877579
1,0,1,3.66119098069536
1,1,1,3.97232920891872
0,1,1,0.926513146027445
1,1,0,6
0,2,2,4.991685633675
0,1,0,6
1,1,2,5.01318087733259
0,1,1,4.9892304028038
0,2,0,6
0,1,0,6
0,2,0,6
1,1,0,6
0,1,1,5.35757417672809
0,1,1,4.97327533529428
1,1,0,6
0,2,2,3.01011399578037
0,2,0,6
0,2,2,4.36489535823476
0,2,0,6
0,1,0,6
1,1,0,6
1,1,0,6
1,1,1,0.207749915741153
1,1,0,6
1,0,0,6
1,1,0,6
1,1,1,2.4841543766681
1,1,0,6
0,1,2,5.05384363746692
1,1,0,6
0,2,2,3.40887923612216
1,1,0,6
1,0,0,6
1,0,1,3.20965672238207
1,0,0,6
1,1,0,6
0,2,2,4.55996909290921
0,2,0,6
1,1,1,2.28578375624471
1,1,2,2.57696569420509
0,1,0,6
1,0,0,6
0,2,2,3.53825309584974
1,1,1,3.16286661796238
0,1,0,6
1,1,1,3.4888311287213
0,2,2,1.58994151155708
1,0,1,0.397980687603982
1,0,1,3.66680787751218
0,1,0,6
1,0,0,6
1,0,0,6
1,0,0,6
1,0,1,2.31636426930336
1,1,2,0.280984463042844
1,1,0,6
0,2,2,1.32606488529888
0,2,1,2.82066121258161
1,0,0,6
1,1,0,6
0,1,1,3.75464543951253
1,0,0,6
1,0,1,3.73450869942514
0,2,0,6
1,1,0,6
1,1,0,6
0,1,1,3.19474553272179
1,0,0,6
0,1,0,6
1,1,2,4.85340288064354
0,1,2,2.88301517459427
0,1,0,6
1,0,1,1.6305973582533
0,2,2,1.68437076467133
0,2,0,6
1,0,1,3.63089657016707
0,1,0,6
0,1,0,6
0,2,0,6
0,1,2,5.40379973000719
1,1,0,6
1,1,0,6
0,2,2,3.81559787880883
1,0,1,4.51872290661958
1,1,2,3.32838234592401
1,0,1,1.18784007987083
0,1,1,4.01364938656916
1,1,2,3.90264568035948
1,0,0,6
1,0,1,5.3274364220166
1,0,0,6
0,2,0,6
1,0,2,3.4470974465952
0,1,0,6
0,1,1,4.1903524801804
0,2,0,6
1,1,0,6
1,0,1,2.88358503209961
0,1,0,6
1,0,1,4.64435622106814
0,1,0,6
0,2,2,3.97455178931058
1,1,0,6
1,1,2,3.76703365407249
1,0,1,0.327440796787616
0,1,0,6
1,1,0,6
1,1,1,5.75706730630737
0,1,0,6
1,1,1,2.1462219539595
0,2,2,1.93540866737263
1,1,0,6
1,1,0,6
1,0,0,6
0,1,2,0.404864208523425
1,0,0,6
0,2,0,6
1,1,0,6
0,2,2,2.00630690260329
0,2,0,6
1,0,1,1.94198254304525
1,1,0,6
0,2,0,6
0,1,0,6
1,0,1,0.948626099620506
0,2,2,2.84555739689884
1,0,0,6
0,2,0,6
1,1,0,6
1,1,1,3.75791503566344
0,2,2,1.6936351853692
0,1,0,6
1,0,0,6
0,1,0,6
1,0,0,6
1,0,0,6
1,0,0,6
1,1,2,4.37186413419535
0,2,2,1.72134926378936
0,1,1,3.41526356685437
1,0,2,4.64774010560982
0,1,0,6
1,1,1,3.01020098785106
0,2,2,4.68720401382949
0,2,0,6
0,2,0,6
0,2,0,6
1,1,2,2.83787454804146
1,1,0,6
1,0,1,3.94328168327391
0,1,0,6
1,0,2,0.978965760036744
0,1,1,2.53767342208394
0,2,0,6
1,0,1,0.417928919505965
0,2,2,1.5579731930545
1,1,2,4.43959092693017
0,2,1,1.17492366723792
0,2,0,6
1,1,1,3.41678237984003
0,1,0,6
0,2,0,6
0,2,2,3.54190343406237
1,1,1,5.96225960548026
0,1,0,6
1,0,1,3.55682492078533
1,1,0,6
0,2,1,1.40011012047337
1,1,0,6
1,0,1,1.5652706637544
0,2,2,4.22411085373152
0,2,2,5.63534200043737
0,1,1,2.17126648944752
1,1,0,6
0,2,0,6
1,1,0,6
0,1,0,6
0,1,0,6
0,1,1,0.368793555575139
1,0,0,6
1,1,2,1.6954081020516
1,0,0,6
0,2,0,6
0,1,1,3.86538534189768
0,2,0,6
1,1,0,6
1,1,0,6
1,1,2,1.86061631374676
1,1,1,3.838561096563
1,0,1,5.09562596090839
1,0,1,4.99335951540728
1,0,0,6
0,1,0,6
1,0,0,6
1,1,0,6
1,1,0,6
1,1,0,6
0,1,0,6
1,1,0,6
0,2,0,6
1,0,0,6
1,0,1,0.544692080052991
0,2,0,6
0,2,0,6
1,0,1,2.64530598536919
1,0,0,6
1,0,1,1.08270121424862
1,1,2,4.46354866128009
0,1,0,6
0,2,0,6
1,1,0,6
0,2,2,2.62135118739828
1,0,0,6
1,1,0,6
0,1,1,3.73554406649137
0,1,1,4.85625318191337
0,1,0,6
1,1,1,4.48026424126305
1,0,0,6
0,2,2,1.51397546685541
1,0,0,6
0,1,0,6
0,1,2,4.91829642286464
1,1,1,3.63698780480969
0,2,0,6
1,0,1,2.88628923142534
0,1,0,6
1,0,1,5.94406143086379
0,1,2,1.80270100656442
1,0,0,6
0,2,2,4.27622131965487
0,1,2,2.91932275301108
1,1,0,6
0,2,0,6
1,1,0,6
0,1,2,5.93565089334654
1,0,2,1.08434885124379
1,1,2,2.73882920324232
0,1,0,6
0,2,0,6
1,1,0,6
1,0,1,2.44164544044678
1,1,0,6
0,1,0,6
0,1,0,6
0,2,0,6
1,0,1,3.04015845541764
1,1,1,2.29118611179585
0,2,0,6
1,0,0,6
1,1,0,6
1,1,0,6
0,2,2,2.17783774666521
0,2,2,5.47498517881174
0,2,0,6
1,1,0,6
1,0,0,6
1,0,1,3.26858086727717
1,0,0,6
1,1,0,6
0,2,0,6
0,2,0,6
0,2,2,1.93651767548474
0,1,0,6
1,0,1,5.54237828570802
1,1,0,6
0,1,0,6
1,0,1,3.81808779006163
0,1,0,6
0,1,0,6
0,2,0,6
1,1,0,6
1,1,2,4.39704024791782
0,1,0,6
0,1,0,6
0,2,2,4.38623551214907
1,1,1,1.27891351495735
1,1,2,1.6129286827744
1,1,2,0.897391295913427
0,1,1,2.61034655307667
0,2,0,6
1,0,0,6
0,2,2,4.31394850210023
1,1,0,6
1,1,0,6
1,0,2,4.72488729898792
0,2,0,6
1,0,0,6
1,0,0,6
0,1,0,6
0,2,2,2.82543551993448
1,1,0,6
0,1,1,0.322164040465364
1,0,0,6
0,1,1,5.20579609339514
0,2,2,5.48887726949785
1,0,0,6
1,0,1,4.03675292839603
1,0,0,6
0,2,1,5.94210966977536
0,1,0,6
0,1,0,6
1,0,0,6
0,1,0,6
1,0,2,3.39663842311287
0,1,0,6
1,1,2,4.20113286840484
1,0,1,3.08053707388912
0,2,2,3.68873770359004
0,2,2,4.38083346343661
1,1,0,6
1,0,0,6
1,1,1,1.27163398789454
1,0,1,0.289009248229195
0,1,2,3.24309563676084
1,0,0,6
0,1,0,6
0,2,2,0.154097351976825
1,0,0,6
1,1,2,4.98467850557549
0,1,0,6
0,1,0,6
1,0,2,1.2739540508429
1,0,1,4.08168986387688
1,1,1,5.71982624695686
1,0,0,6
0,1,0,6
1,0,1,1.6250216001252
1,0,0,6
1,1,0,6
0,2,1,3.9554394128097
1,1,0,6
1,1,0,6
0,1,0,6
0,2,2,1.17887640564385
1,0,0,6
0,1,0,6
0,1,2,1.27401168922015
1,0,0,6
0,2,2,5.26185566103338
1,1,0,6
1,1,1,0.251123837896338
0,2,0,6
0,1,0,6
0,2,2,0.719031647891944
0,1,1,4.62228261472865
0,2,1,2.01285710414403
0,1,0,6
0,2,2,2.40123089935273
1,0,0,6
0,2,0,6
0,1,1,2.04854858414391
0,1,0,6
0,2,0,6
0,2,0,6
1,1,0,6
1,1,0,6
0,1,1,4.16456251831926
0,1,0,6
0,1,2,0.797747342393931
0,2,2,3.41397864664502
0,1,2,2.03709525079998
1,1,0,6
1,0,0,6
0,1,1,0.0837764788433851
1,1,0,6
0,2,0,6
0,1,0,6
0,2,2,5.0627737978773
1,1,0,6
1,1,0,6
0,1,0,6
0,1,0,6
0,2,0,6
0,2,2,5.62916269602344
0,2,2,4.15198919575448
0,1,0,6
1,0,2,3.36829178824934
1,0,2,2.42434857040163
0,1,0,6
1,1,1,5.10806525447228
0,2,2,0.841106575242369
1,1,0,6
1,0,1,1.00734426024906
1,0,0,6
1,1,0,6
1,1,0,6
1,1,1,0.612336736378395
1,0,0,6
0,2,0,6
0,1,0,6
1,0,0,6
1,1,0,6
0,2,2,3.92742562538495
0,2,0,6
0,2,0,6
0,2,0,6
0,1,0,6
1,1,0,6
0,2,2,0.800308940574453
1,0,1,4.3201117260719
1,1,1,2.2774409937141
0,1,2,4.21738678160284
1,0,2,4.6267756676873
1,1,0,6
0,2,0,6
1,0,1,4.31180767180254
1,0,1,0.212156917771278
0,2,0,6
0,2,2,3.40177436121012
0,2,0,6
0,2,1,2.11593870312641
1,1,2,0.0635565540738567
0,1,0,6
1,0,0,6
1,0,1,1.46594385951106
0,2,0,6
1,0,1,0.56228218494022
0,2,0,6
0,2,0,6
0,1,2,2.60763698041116
0,1,0,6
0,2,0,6
0,1,1,4.07047092160481
1,0,0,6
1,0,1,1.13722090798318
1,1,0,6
1,0,2,4.91635499409162
1,0,1,2.32791454035231
0,2,1,5.87219675704928
0,2,2,2.39324537067857
1,0,0,6
0,1,0,6
1,1,2,4.2852725644464
1,1,0,6
1,0,0,6
1,0,2,5.47022050492546
0,2,0,6
0,1,0,6
1,0,1,5.04012114832149
1,0,0,6
1,1,0,6
1,1,1,2.43621093617066
0,1,0,6
1,1,0,6
1,1,0,6
0,1,2,2.45969651518644
1,1,2,4.30820974413839
1,0,2,0.5040356920461
1,0,0,6
0,1,0,6
1,0,0,6
1,0,1,0.973969941797909
1,0,0,6
1,1,0,6
1,1,0,6
1,0,2,3.35132822586636
1,0,0,6
0,2,2,4.50237450786004
1,1,2,2.25237648857989
0,1,0,6
1,0,0,6
0,1,1,5.44347778904624
1,0,1,5.9471922861431
0,2,2,3.47462829552189
1,1,0,6
1,0,1,5.46885455800684
1,1,2,5.16335547240366
1,0,0,6
0,2,2,2.03683651161385
1,0,1,2.07849018258044
0,1,0,6
0,1,0,6
0,2,0,6
0,1,1,3.13938499924073
0,1,0,6
1,1,0,6
1,1,0,6
0,2,0,6
0,1,0,6
0,1,0,6
0,1,1,0.174653814428899
1,1,2,0.424812547277446
0,2,0,6
1,1,0,6
1,1,0,6
0,1,1,2.38501002817747
0,1,2,2.45830576444421
0,2,2,0.204400286014104
1,0,0,6
0,1,0,6
0,1,1,2.6648209592815
0,1,2,5.05148605989862
1,0,0,6
1,0,1,3.75818798476904
0,1,1,3.53845355291888
0,2,0,6
0,1,0,6
1,0,0,6
1,0,0,6
1,1,1,2.14819655766662
0,1,1,2.29005192111033
0,1,0,6
1,1,0,6
1,0,1,3.31667889152835
1,0,1,0.171673313127144
1,0,1,4.53671876438671
1,1,0,6
0,1,0,6
1,0,1,3.09003852545861
0,1,2,5.06781889830855
1,0,1,2.26289161556479
0,1,0,6
1,1,0,6
1,0,1,5.81217580065552
0,1,0,6
1,1,2,3.54687770241487
0,2,2,3.86944663814497
0,1,0,6
0,2,0,6
1,0,1,0.484764709679768
0,2,2,5.06352049436414
0,2,2,2.38947470613292
1,1,1,5.18995626280707
1,0,0,6
1,0,0,6
1,1,0,6
0,2,2,2.60924517330752
1,0,2,2.57429998644162
1,1,1,1.32917170053511
1,0,0,6
1,0,0,6
1,1,0,6
1,1,0,6
0,1,2,5.19152511407559
1,0,0,6
1,1,2,0.320893649098427
1,1,0,6
0,2,2,0.366080176762643
1,1,2,2.14266959376989
0,1,0,6
1,0,2,0.181469416221019
0,1,1,1.70079222365364
0,1,1,1.81807783055434
1,1,0,6
0,2,0,6
1,0,1,3.156566358269
0,2,0,6
1,0,2,3.99127516181937
1,1,2,4.11829121748965
0,1,0,6
0,2,2,4.02638115600792
1,0,0,6
1,1,0,6
0,1,0,6
0,2,1,5.00937277186879
0,2,0,6
1,0,1,3.06446909315685
0,2,1,0.947679432616335
0,1,0,6
1,1,0,6
0,2,0,6
0,2,2,2.55424074209308
1,1,2,0.51342246776759
1,0,1,4.44104915929984
1,0,1,4.53558013413603
1,1,0,6
0,1,0,6
1,1,0,6
1,1,0,6
0,2,2,2.94154771752872
0,1,0,6
0,1,2,4.45102777468898
0,2,0,6
1,1,0,6
1,0,0,6
1,0,2,5.1553242489674
0,2,1,3.54183406708412
0,2,2,3.22283876266801
0,2,0,6
0,2,2,3.90641135631442
0,1,0,6
1,0,1,1.85956644461382
0,2,0,6
1,0,0,6
1,0,0,6
0,2,2,2.71891589648531
1,1,0,6
1,0,2,5.35765775672797
0,2,2,1.0927331779507
1,0,1,5.60147700626741
0,1,0,6
1,1,0,6
1,0,0,6
1,1,2,0.87927788737821
0,2,0,6
1,1,1,0.226371904978519
1,1,1,1.35301513658793
1,0,1,1.52988929291047
0,2,0,6
1,1,0,6
1,0,1,4.13188810413699
1,1,2,4.81966140198255
1,0,0,6
1,0,0,6
1,1,2,4.65669880741009
0,1,1,1.36768986542442
0,2,2,5.59662346402252
0,1,0,6
0,1,0,6
0,2,2,0.323586776415614
1,1,0,6
0,1,0,6
1,1,0,6
1,0,2,3.3739090336157
1,0,0,6
0,2,0,6
1,1,0,6
1,0,0,6
0,1,0,6
1,1,0,6
0,1,0,6
1,0,0,6
1,0,0,6
1,1,0,6
0,1,1,2.11565082446552
0,2,2,0.895136821105135
1,1,1,4.88683687102142
1,1,0,6
0,2,1,0.638172524150442
0,1,0,6
0,2,2,1.80747238109573
0,1,0,6
0,2,1,5.78111222388874
0,1,1,0.424050452342068
0,2,1,3.92035332107256
1,1,0,6
0,1,0,6
0,1,1,4.09773554127619
1,0,1,5.84141590239794
1,1,0,6
0,1,2,0.44448387924101
0,1,0,6
1,0,2,5.39446535510059
0,2,2,2.05136945431875
0,2,2,3.60910479284941
1,1,2,5.68038240658486
0,2,0,6
1,0,0,6
0,1,1,2.37314003347589
1,1,0,6
1,1,1,3.14843402908098
1,1,1,4.53034033167065
1,0,0,6
0,2,0,6
0,2,0,6
0,2,0,6
0,1,2,1.42442749668973
1,1,0,6
1,1,2,4.06663632640061
0,1,2,5.4058643218593
0,1,0,6
0,2,0,6
1,0,2,0.916384772941997
0,1,1,2.44019652163481
0,1,2,5.58923456207281
1,0,0,6
1,0,0,6
1,0,0,6
1,1,2,4.40170745589393
1,1,2,2.54692388300478
1,0,0,6
0,1,1,0.342239702931156
1,1,0,6
0,1,1,1.92326265834321
1,1,2,1.38826151818519
0,2,0,6
1,1,0,6
1,1,0,6
0,2,0,6
0,2,0,6
0,1,0,6
1,1,0,6
1,1,0,6
0,2,2,0.239749514911749
1,1,0,6
1,0,0,6
0,1,1,2.13425506775252
0,1,2,3.07666720295944
1,1,0,6
0,1,1,3.04748498883592
1,0,0,6
0,2,2,0.2682288101189
0,1,2,2.87285040697805
1,1,1,5.9031054492296
0,2,0,6
1,1,0,6
1,0,0,6
0,1,2,5.78973406634702
1,1,0,6
0,2,2,0.419024986623298
0,2,0,6
1,1,0,6
1,1,0,6
1,0,0,6
0,1,1,4.5898836437726
1,1,2,5.3402740525137
0,2,0,6
0,1,0,6
1,1,2,1.71730726292481
0,2,0,6
1,0,0,6
1,1,2,3.89930564424379
1,0,0,6
1,1,1,0.935628677996606
1,1,0,6
1,1,0,6
0,2,0,6
1,0,0,6
1,1,0,6
1,1,2,5.94512471791265
0,2,0,6
0,1,0,6
1,1,2,1.24381522615348
0,1,0,6
1,0,2,5.88534714445675
1,0,0,6
1,0,1,2.94911781776074
1,1,0,6
1,1,0,6
0,1,0,6
1,0,0,6
0,2,0,6
1,0,0,6
0,1,2,4.81931765498792
0,1,1,5.16483309540994
1,0,0,6
0,1,0,6
1,1,2,0.221991239647496
0,2,1,3.54382039794002
0,2,0,6
1,1,0,6
1,1,2,0.750982182071496
1,1,0,6
0,1,2,0.452092023317241
0,2,2,4.47686273526639
0,1,0,6
1,0,1,4.85720214926681
1,1,1,4.1151414289808
0,1,1,0.369675793371067
1,1,2,5.78014517317609
1,1,0,6
0,1,0,6
1,0,2,5.64551539584481
1,1,0,6
1,1,2,0.633688667909012
0,2,2,0.496839181576586
1,0,1,4.31565035050807
0,2,2,3.15315679507602
1,1,0,6
0,2,0,6
0,1,2,2.60026095608179
1,1,0,6
1,1,0,6
0,2,0,6
0,1,1,2.91917688027094
0,1,2,3.98548921917264
0,1,0,6
0,2,0,6
1,1,2,5.90945711664873
0,1,1,2.78661844299978
0,1,0,6
1,1,1,2.06642820976229
1,1,0,6
1,1,0,6
0,2,2,4.21752875312666
1,1,2,4.0884043213668
0,1,2,0.847581294459307
1,1,1,2.40249731402359
0,1,1,2.44529000744403
0,1,2,3.276197363096
0,1,1,5.83378630712391
1,0,1,4.8539430106535
1,0,0,6
0,2,2,4.57505738685079
1,1,0,6
1,0,0,6
0,2,2,1.35401410585759
0,1,1,4.91135787930721
0,1,0,6
1,1,2,0.762987263544131
0,1,2,5.13589931467882
1,1,1,0.558873065573775
1,0,0,6
0,1,2,0.299433425664311
0,1,2,1.5710750480093
0,1,2,3.37233593479577
1,0,0,6
0,2,2,1.66020459399376
1,0,2,2.98789834762342
0,1,0,6
1,0,1,4.20796072947654
1,0,1,0.111284597776792
1,1,1,5.17514650569858
0,2,0,6
1,1,0,6
0,2,0,6
0,2,0,6
1,0,2,1.85006870205249
1,1,0,6
0,1,2,3.28288598267739
1,1,2,3.65751265936878
1,0,0,6
0,1,2,0.92736754528641
1,0,1,3.66429711739772
0,2,0,6
1,0,0,6
1,1,0,6
1,1,0,6
1,1,0,6
0,1,0,6
1,0,2,4.33883324042492
0,1,0,6
0,1,1,5.23143413536906
1,1,2,0.545549966057668
0,2,2,5.23425933103431
0,2,2,1.94412267244962
1,0,0,6
1,1,2,5.71907283383189
1,0,0,6
1,1,0,6
1,0,1,5.89920302713461
1,0,0,6
0,1,0,6
1,1,0,6
0,1,2,0.389492360504492
0,2,2,1.04277264714371
1,1,0,6
0,1,2,2.89039519877145
0,2,0,6
0,1,0,6
0,2,0,6
1,0,0,6
1,0,1,2.72971412873873
0,2,0,6
1,1,0,6
0,1,0,6
1,1,2,4.31304327140438
0,2,0,6
0,2,0,6
0,1,0,6
0,1,0,6
1,0,0,6
1,0,0,6
1,0,0,6
0,1,1,2.64770703001331
1,0,1,3.37522734895436
0,1,0,6
0,1,0,6
0,1,1,5.46805959240194
1,1,2,3.91640464281093
0,2,0,6
1,1,0,6
1,0,1,4.20836258882015
1,1,0,6
0,1,0,6
1,1,0,6
0,2,0,6
0,2,2,2.64534832141125
1,0,1,3.48677791594038
0,1,0,6
0,1,2,1.48531388491134
0,1,2,2.45334428519469
0,2,2,4.64004118726973
1,0,1,1.10581009107112
1,1,2,5.86354784947986
1,0,1,0.194180554842123
0,2,2,4.99551558684945
0,1,0,6
1,1,2,5.60282532210309
1,1,0,6
0,2,1,5.06860316202971
1,1,0,6
0,2,2,0.777341442163614
1,0,0,6
1,1,0,6
1,0,1,0.794777555052296
1,0,1,1.93485207270889
0,2,0,6
1,1,0,6
0,1,0,6
1,0,0,6
1,0,0,6
0,2,0,6
1,0,0,6
0,2,1,0.312453442252669
0,1,1,5.39844581055985
0,2,0,6
0,2,0,6
0,1,1,1.45946298596315
0,1,0,6
1,0,1,1.9179049887129
1,1,2,4.2559733251499
0,1,0,6
1,1,2,2.33751854219001
0,1,2,5.73140826336683
